iter,res_pri,res_dual,gap,ax_s_btau_nrm_inf,px_aty_ctau_nrm_inf,ax_s_btau_nrm_2,px_aty_ctau_nrm_2,res_infeas,res_unbdd_a,res_unbdd_p,pobj,dobj,tau,kap,res_pri_normalized,res_dual_normalized,gap_normalized,ax_s_btau_nrm_inf_normalized,px_aty_ctau_nrm_inf_normalized,ax_s_btau_nrm_2_normalized,px_aty_ctau_nrm_2_normalized,res_infeas_normalized,res_unbdd_a_normalized,res_unbdd_p_normalized,pobj_normalized,dobj_normalized,tau_normalized,kap_normalized,scale,diff_u_ut_nrm_2,diff_v_v_prev_nrm_2,diff_u_ut_nrm_inf,diff_v_v_prev_nrm_inf,aa_norm,accepted_accel_steps,rejected_accel_steps,time,
32,4.1083410420344907e-01,1.4772234003315846e-02,4.6145976483767726e-02,6.9325579345780985e-02,2.4927182773613540e-03,1.2986042805212208e-01,3.8598046504840521e-03,nan,2.1455998661430148e-01,0.0000000000000000e+00,-5.4390268811677531e+00,-5.4851728576515209e+00,1.6874348705834383e-01,0.0000000000000000e+00,4.1083410420344907e-01,1.4772234003315846e-02,4.6145976483767726e-02,6.9325579345780985e-02,2.4927182773613540e-03,1.2986042805212208e-01,3.8598046504840521e-03,nan,2.1455998661430148e-01,0.0000000000000000e+00,-5.4390268811677531e+00,-5.4851728576515209e+00,1.6874348705834383e-01,0.0000000000000000e+00,1.0000000000000001e-01,3.4298269418170692e-02,5.1447404127256020e-02,1.3531282478128404e-02,2.0296923717192605e-02,0.0000000000000000e+00,0,0,8.5308910000000005e-03,
33,4.0159315696136966e-01,1.6545383181916552e-02,4.4656534296414918e-02,6.8526923150928079e-02,2.8232657408525444e-03,1.2650032868243849e-01,4.6138829536263347e-03,nan,2.1382078993605486e-01,0.0000000000000000e+00,-5.3854834638001901e+00,-5.4301399980966050e+00,1.7063767637235877e-01,0.0000000000000000e+00,4.0159315696136966e-01,1.6545383181916552e-02,4.4656534296414918e-02,6.8526923150928079e-02,2.8232657408525444e-03,1.2650032868243849e-01,4.6138829536263347e-03,nan,2.1382078993605486e-01,0.0000000000000000e+00,-5.3854834638001901e+00,-5.4301399980966050e+00,1.7063767637235877e-01,0.0000000000000000e+00,1.0000000000000001e-01,3.7669491639884041e-02,5.6504237459826322e-02,1.5434835689393633e-02,2.3152253534090672e-02,0.0000000000000000e+00,0,0,8.6431740000000000e-03,
34,3.8589902068697685e-01,1.7973880096636710e-02,4.1864568667802082e-02,6.6571109044587656e-02,3.1006586379448836e-03,1.2150227621766668e-01,5.7821779110165507e-03,nan,2.1301951974783748e-01,0.0000000000000000e+00,-5.3374496163741050e+00,-5.3793141850419071e+00,1.7250914222606181e-01,0.0000000000000000e+00,3.8589902068697685e-01,1.7973880096636710e-02,4.1864568667802082e-02,6.6571109044587656e-02,3.1006586379448836e-03,1.2150227621766668e-01,5.7821779110165507e-03,nan,2.1301951974783748e-01,0.0000000000000000e+00,-5.3374496163741050e+00,-5.3793141850419071e+00,1.7250914222606181e-01,0.0000000000000000e+00,1.0000000000000001e-01,4.5345040044509739e-02,6.8017560066764626e-02,1.5995700605647034e-02,2.3993550908470773e-02,0.0000000000000000e+00,0,0,8.8870799999999986e-03,
35,3.6434931727374320e-01,2.1086449111912469e-02,3.7989199279288677e-02,6.3515058004677494e-02,3.6758873283397747e-03,1.1465083234278739e-01,7.1691197604641160e-03,nan,2.1208013183938471e-01,0.0000000000000000e+00,-5.2966158359914850e+00,-5.3346050352707737e+00,1.7432462473082477e-01,0.0000000000000000e+00,3.6434931727374320e-01,2.1086449111912469e-02,3.7989199279288677e-02,6.3515058004677494e-02,3.6758873283397747e-03,1.1465083234278739e-01,7.1691197604641160e-03,nan,2.1208013183938471e-01,0.0000000000000000e+00,-5.2966158359914850e+00,-5.3346050352707737e+00,1.7432462473082477e-01,0.0000000000000000e+00,1.0000000000000001e-01,5.6267030425805921e-02,8.4400545638708899e-02,1.6186757876774038e-02,2.4280136815161057e-02,0.0000000000000000e+00,0,0,9.0027729999999986e-03,
36,3.3803043083622086e-01,2.6655629055156716e-02,3.3488728446808835e-02,5.9512792025115245e-02,4.6929233688630945e-03,1.0633685266799632e-01,8.5681889452944998e-03,nan,2.1088436612581965e-01,0.0000000000000000e+00,-5.2639337777424409e+00,-5.2974225061892497e+00,1.7605749836750584e-01,0.0000000000000000e+00,3.3803043083622086e-01,2.6655629055156716e-02,3.3488728446808835e-02,5.9512792025115245e-02,4.6929233688630945e-03,1.0633685266799632e-01,8.5681889452944998e-03,nan,2.1088436612581965e-01,0.0000000000000000e+00,-5.2639337777424409e+00,-5.2974225061892497e+00,1.7605749836750584e-01,0.0000000000000000e+00,1.0000000000000001e-01,6.8482712758660774e-02,1.0272406913799134e-01,2.0745805159533059e-02,3.1118707739299811e-02,0.0000000000000000e+00,0,0,9.2467260000000003e-03,
37,3.0857502900943545e-01,3.1547356103228563e-02,2.8978688381203099e-02,5.4831524921715204e-02,5.6057343588081093e-03,9.7140557406235298e-02,9.8634931643826352e-03,nan,2.0932486453777918e-01,0.0000000000000000e+00,-5.2395248399448882e+00,-5.2685035283260913e+00,1.7769268335720903e-01,0.0000000000000000e+00,3.0857502900943545e-01,3.1547356103228563e-02,2.8978688381203099e-02,5.4831524921715204e-02,5.6057343588081093e-03,9.7140557406235298e-02,9.8634931643826352e-03,nan,2.0932486453777918e-01,0.0000000000000000e+00,-5.2395248399448882e+00,-5.2685035283260913e+00,1.7769268335720903e-01,0.0000000000000000e+00,1.0000000000000001e-01,8.0300173311472670e-02,1.2045025996720901e-01,2.5093628808200652e-02,3.7640443212300978e-02,0.0000000000000000e+00,0,0,9.4229280000000006e-03,
38,2.7736174026364663e-01,3.5702989619064714e-02,2.4940266580577131e-02,4.9710668850124685e-02,6.3989340859547106e-03,7.5149194108514589e-02,1.1578480897250153e-02,nan,2.0734355109796651e-01,0.0000000000000000e+00,-5.2230118999395003e+00,-5.2479521665200775e+00,1.7922684218404505e-01,0.0000000000000000e+00,2.7736174026364663e-01,3.5702989619064714e-02,2.4940266580577131e-02,4.9710668850124685e-02,6.3989340859547106e-03,7.5149194108514589e-02,1.1578480897250153e-02,nan,2.0734355109796651e-01,0.0000000000000000e+00,-5.2230118999395003e+00,-5.2479521665200775e+00,1.7922684218404505e-01,0.0000000000000000e+00,1.0000000000000001e-01,9.0873469218499425e-02,1.3631020382774917e-01,2.9444274921271441e-02,4.4166412381907105e-02,0.0000000000000000e+00,0,0,9.5924840000000001e-03,
39,6.9469286346157053e-02,3.7815761987008235e-02,3.5023823699800616e-02,1.2567007366203697e-02,6.8408786737972210e-03,3.1798161539110317e-02,1.3271893694774325e-02,nan,2.0591414257261723e-01,0.0000000000000000e+00,-5.1937631528587236e+00,-5.2287869765585242e+00,1.8090019384370554e-01,0.0000000000000000e+00,6.9469286346157053e-02,3.7815761987008235e-02,3.5023823699800616e-02,1.2567007366203697e-02,6.8408786737972210e-03,3.1798161539110317e-02,1.3271893694774325e-02,nan,2.0591414257261723e-01,0.0000000000000000e+00,-5.1937631528587236e+00,-5.2287869765585242e+00,1.8090019384370554e-01,0.0000000000000000e+00,1.0000000000000001e-01,1.0819857731582855e-01,1.6229786597374293e-01,3.3033990999816076e-02,4.9550986499724003e-02,0.0000000000000000e+00,0,0,9.9302160000000004e-03,
40,1.6117984433291177e-01,3.7669711368326884e-02,4.2044097719152518e-02,2.9446470843950856e-02,6.8820022881792980e-03,5.5270582015397848e-02,1.1960120388681312e-02,nan,2.0459916443238316e-01,0.0000000000000000e+00,-5.1671243626710277e+00,-5.2091684603901802e+00,1.8269325774462297e-01,0.0000000000000000e+00,1.6117984433291177e-01,3.7669711368326884e-02,4.2044097719152518e-02,2.9446470843950856e-02,6.8820022881792980e-03,5.5270582015397848e-02,1.1960120388681312e-02,nan,2.0459916443238316e-01,0.0000000000000000e+00,-5.1671243626710277e+00,-5.2091684603901802e+00,1.8269325774462297e-01,0.0000000000000000e+00,1.0000000000000001e-01,1.1702935039669457e-01,1.7554402559504190e-01,4.2791136724969037e-02,6.4186705087453569e-02,0.0000000000000000e+00,0,0,1.0163013000000000e-02,
41,1.5892221283437760e-01,3.5869371188337038e-02,3.3609245975957158e-02,2.9292109206322858e-02,6.6113447533346775e-03,5.3431213468510784e-02,1.1343789243734630e-02,nan,2.0524070535558014e-01,0.0000000000000000e+00,-5.1635440398234449e+00,-5.1971532857994021e+00,1.8431727499824035e-01,0.0000000000000000e+00,1.5892221283437760e-01,3.5869371188337038e-02,3.3609245975957158e-02,2.9292109206322858e-02,6.6113447533346775e-03,5.3431213468510784e-02,1.1343789243734630e-02,nan,2.0524070535558014e-01,0.0000000000000000e+00,-5.1635440398234449e+00,-5.1971532857994021e+00,1.8431727499824035e-01,0.0000000000000000e+00,1.0000000000000001e-01,1.0002519639328614e-01,1.5003779458992922e-01,3.6758825919225080e-02,5.5138238878837731e-02,0.0000000000000000e+00,0,0,1.0295926000000000e-02,
42,9.6682345930284491e-02,3.3576835696047191e-02,1.9889719461315458e-02,1.7950227851670386e-02,6.2339390452601229e-03,3.1536874807149375e-02,1.1725708163499625e-02,nan,2.1178762079787969e-01,0.0000000000000000e+00,-5.1782174132684906e+00,-5.1981071327298061e+00,1.8566189803269667e-01,0.0000000000000000e+00,9.6682345930284491e-02,3.3576835696047191e-02,1.9889719461315458e-02,1.7950227851670386e-02,6.2339390452601229e-03,3.1536874807149375e-02,1.1725708163499625e-02,nan,2.1178762079787969e-01,0.0000000000000000e+00,-5.1782174132684906e+00,-5.1981071327298061e+00,1.8566189803269667e-01,0.0000000000000000e+00,1.0000000000000001e-01,1.0178657829981154e-01,1.5267986744971743e-01,3.4696909067793769e-02,5.2045363601690653e-02,0.0000000000000000e+00,0,0,1.0563151000000000e-02,
43,1.2530400824031004e-01,3.2132881353595620e-02,9.0138966106767526e-03,2.3398411604892810e-02,6.0002740097562512e-03,3.8986320998972271e-02,1.1177987653802308e-02,nan,2.1633467891017730e-01,0.0000000000000000e+00,-5.2016810892697380e+00,-5.2106949858804148e+00,1.8673314551932735e-01,0.0000000000000000e+00,1.2530400824031004e-01,3.2132881353595620e-02,9.0138966106767526e-03,2.3398411604892810e-02,6.0002740097562512e-03,3.8986320998972271e-02,1.1177987653802308e-02,nan,2.1633467891017730e-01,0.0000000000000000e+00,-5.2016810892697380e+00,-5.2106949858804148e+00,1.8673314551932735e-01,0.0000000000000000e+00,1.0000000000000001e-01,1.0501444030347375e-01,1.5752166045521054e-01,3.9907993810404052e-02,5.9861990715606078e-02,0.0000000000000000e+00,0,0,1.0695198000000000e-02,
44,1.4793288378870689e-01,3.1512020524111249e-02,7.9412089789157037e-03,2.7763757304692466e-02,5.9141150203055881e-03,4.3801276708722324e-02,1.0742111112130510e-02,nan,2.1988791118234585e-01,0.0000000000000000e+00,-5.2205365798248167e+00,-5.2284777888037324e+00,1.8767806449543392e-01,0.0000000000000000e+00,1.4793288378870689e-01,3.1512020524111249e-02,7.9412089789157037e-03,2.7763757304692466e-02,5.9141150203055881e-03,4.3801276708722324e-02,1.0742111112130510e-02,nan,2.1988791118234585e-01,0.0000000000000000e+00,-5.2205365798248167e+00,-5.2284777888037324e+00,1.8767806449543392e-01,0.0000000000000000e+00,1.0000000000000001e-01,9.8185476668662258e-02,1.4727821500299323e-01,3.6961133400994495e-02,5.5441700101491742e-02,0.0000000000000000e+00,0,0,1.0952224000000000e-02,
45,1.6777127021131746e-01,3.1191699022256488e-02,1.2569829461265059e-02,3.1648322527058403e-02,5.8839928289266402e-03,3.6815546364749020e-02,1.0790747559016503e-02,nan,2.2314343775402812e-01,0.0000000000000000e+00,-5.2332763264970232e+00,-5.2458461559582883e+00,1.8863970265704932e-01,0.0000000000000000e+00,1.6777127021131746e-01,3.1191699022256488e-02,1.2569829461265059e-02,3.1648322527058403e-02,5.8839928289266402e-03,3.6815546364749020e-02,1.0790747559016503e-02,nan,2.2314343775402812e-01,0.0000000000000000e+00,-5.2332763264970232e+00,-5.2458461559582883e+00,1.8863970265704932e-01,0.0000000000000000e+00,1.0000000000000001e-01,9.5738030290427156e-02,1.4360704543564068e-01,3.8920942821591753e-02,5.8381414232387518e-02,0.0000000000000000e+00,0,0,1.1059447000000000e-02,
46,1.8659714708928382e-01,3.0514191778174788e-02,1.6891029260576396e-02,3.5391509471915161e-02,5.7875660169036391e-03,4.0541283703039777e-02,1.0449489773437924e-02,nan,2.2625155929952673e-01,0.0000000000000000e+00,-5.2445921290574988e+00,-5.2614831583180752e+00,1.8966800952739582e-01,0.0000000000000000e+00,1.8659714708928382e-01,3.0514191778174788e-02,1.6891029260576396e-02,3.5391509471915161e-02,5.7875660169036391e-03,4.0541283703039777e-02,1.0449489773437924e-02,nan,2.2625155929952673e-01,0.0000000000000000e+00,-5.2445921290574988e+00,-5.2614831583180752e+00,1.8966800952739582e-01,0.0000000000000000e+00,1.0000000000000001e-01,9.4868868543941984e-02,1.4230330281591314e-01,3.5634141403235287e-02,5.3451212104852930e-02,0.0000000000000000e+00,0,0,1.1164501000000000e-02,
47,2.0419342508488941e-01,2.9233614365393200e-02,1.6615446937266576e-02,3.8940937149699206e-02,5.5750293585019178e-03,4.6017631648411696e-02,9.9984825046062747e-03,nan,2.2888866953333240e-01,0.0000000000000000e+00,-5.2610442777270201e+00,-5.2776597246642867e+00,1.9070612647547430e-01,0.0000000000000000e+00,2.0419342508488941e-01,2.9233614365393200e-02,1.6615446937266576e-02,3.8940937149699206e-02,5.5750293585019178e-03,4.6017631648411696e-02,9.9984825046062747e-03,nan,2.2888866953333240e-01,0.0000000000000000e+00,-5.2610442777270201e+00,-5.2776597246642867e+00,1.9070612647547430e-01,0.0000000000000000e+00,1.0000000000000001e-01,9.0220948089652447e-02,1.3533142213447877e-01,2.9582480982988324e-02,4.4373721474482597e-02,0.0000000000000000e+00,0,0,1.1328113000000001e-02,
48,2.1923179014826197e-01,2.7519348473578238e-02,1.2846386060976656e-02,4.2024176894976201e-02,5.2751380970161438e-03,4.5387804700427012e-02,9.7812987728828991e-03,nan,2.3073735897392678e-01,0.0000000000000000e+00,-5.2840675457589628e+00,-5.2969139318199394e+00,1.9168833528456850e-01,0.0000000000000000e+00,2.1923179014826197e-01,2.7519348473578238e-02,1.2846386060976656e-02,4.2024176894976201e-02,5.2751380970161438e-03,4.5387804700427012e-02,9.7812987728828991e-03,nan,2.3073735897392678e-01,0.0000000000000000e+00,-5.2840675457589628e+00,-5.2969139318199394e+00,1.9168833528456850e-01,0.0000000000000000e+00,1.0000000000000001e-01,8.6972675694132986e-02,1.3045901354119957e-01,2.8337485132321705e-02,4.2506227698482446e-02,0.0000000000000000e+00,0,0,1.1440500999999999e-02,
49,2.3051047694172200e-01,2.5696954768393055e-02,9.2592217152667189e-03,4.4397891751448509e-02,4.9494089435137695e-03,4.9096528010290373e-02,9.2709395250064868e-03,nan,2.3172607645310034e-01,0.0000000000000000e+00,-5.3101942421692376e+00,-5.3194534638845044e+00,1.9260682785656311e-01,0.0000000000000000e+00,2.3051047694172200e-01,2.5696954768393055e-02,9.2592217152667189e-03,4.4397891751448509e-02,4.9494089435137695e-03,4.9096528010290373e-02,9.2709395250064868e-03,nan,2.3172607645310034e-01,0.0000000000000000e+00,-5.3101942421692376e+00,-5.3194534638845044e+00,1.9260682785656311e-01,0.0000000000000000e+00,1.0000000000000001e-01,8.5243977924031933e-02,1.2786596688604790e-01,2.7142691461951696e-02,4.0714037192927544e-02,0.0000000000000000e+00,0,0,1.1617051000000000e-02,
50,2.3791671738458156e-01,2.3463787912965436e-02,1.4284536499798328e-02,4.6064402759894346e-02,4.5429568320264069e-03,4.9404358290336244e-02,8.8397875761851794e-03,nan,2.3242920883523169e-01,0.0000000000000000e+00,-5.3259946268721183e+00,-5.3402791633719167e+00,1.9361566209504030e-01,0.0000000000000000e+00,2.3791671738458156e-01,2.3463787912965436e-02,1.4284536499798328e-02,4.6064402759894346e-02,4.5429568320264069e-03,4.9404358290336244e-02,8.8397875761851794e-03,nan,2.3242920883523169e-01,0.0000000000000000e+00,-5.3259946268721183e+00,-5.3402791633719167e+00,1.9361566209504030e-01,0.0000000000000000e+00,1.0000000000000001e-01,7.9861629995171310e-02,1.1979244499275679e-01,2.5025443449378404e-02,3.7538165174067606e-02,0.0000000000000000e+00,0,0,1.1732803000000000e-02,
51,2.4133202517498586e-01,2.1474087900521327e-02,1.5096259063279049e-02,4.6979448373762944e-02,4.1803022336745210e-03,5.2260926948272279e-02,8.3240616481908350e-03,nan,2.3229315084126387e-01,0.0000000000000000e+00,-5.3438167276108919e+00,-5.3589129866741709e+00,1.9466727774608000e-01,0.0000000000000000e+00,2.4133202517498586e-01,2.1474087900521327e-02,1.5096259063279049e-02,4.6979448373762944e-02,4.1803022336745210e-03,5.2260926948272279e-02,8.3240616481908350e-03,nan,2.3229315084126387e-01,0.0000000000000000e+00,-5.3438167276108919e+00,-5.3589129866741709e+00,1.9466727774608000e-01,0.0000000000000000e+00,1.0000000000000001e-01,7.5688701559361540e-02,1.1353305233904233e-01,2.2692619039232476e-02,3.4038928558848713e-02,0.0000000000000000e+00,0,0,1.1942580000000000e-02,
52,2.4118188874885466e-01,2.0600724993083967e-02,1.7199297247624479e-02,4.7223424501104005e-02,4.0336228662340920e-03,5.5044149115319650e-02,7.7822421856175820e-03,nan,2.3164100137390028e-01,0.0000000000000000e+00,-5.3582132756601979e+00,-5.3754125729078224e+00,1.9580004429884151e-01,0.0000000000000000e+00,2.4118188874885466e-01,2.0600724993083967e-02,1.7199297247624479e-02,4.7223424501104005e-02,4.0336228662340920e-03,5.5044149115319650e-02,7.7822421856175820e-03,nan,2.3164100137390028e-01,0.0000000000000000e+00,-5.3582132756601979e+00,-5.3754125729078224e+00,1.9580004429884151e-01,0.0000000000000000e+00,1.0000000000000001e-01,7.1223614827048004e-02,1.0683542224057183e-01,2.1071617148157973e-02,3.1607425722236737e-02,0.0000000000000000e+00,0,0,1.2059344000000000e-02,
53,2.3822883867702313e-01,1.9623193331256061e-02,1.9129153299430435e-02,4.6936045088450257e-02,3.8661779660685708e-03,5.7532493810347807e-02,7.2130639031466421e-03,nan,2.3057612571043018e-01,0.0000000000000000e+00,-5.3701519828295545e+00,-5.3892811361289850e+00,1.9702083655826166e-01,0.0000000000000000e+00,2.3822883867702313e-01,1.9623193331256061e-02,1.9129153299430435e-02,4.6936045088450257e-02,3.8661779660685708e-03,5.7532493810347807e-02,7.2130639031466421e-03,nan,2.3057612571043018e-01,0.0000000000000000e+00,-5.3701519828295545e+00,-5.3892811361289850e+00,1.9702083655826166e-01,0.0000000000000000e+00,1.0000000000000001e-01,6.6504178959082713e-02,9.9756268438624146e-02,2.0250740056028782e-02,3.0376110084043173e-02,0.0000000000000000e+00,0,0,1.2352086000000000e-02,
54,2.3287678732620659e-01,1.8651976694205732e-02,2.0362496811714870e-02,4.6182421324851231e-02,3.6989236073001197e-03,5.9802956312292425e-02,6.6296238555336225e-03,nan,2.2914456863511354e-01,0.0000000000000000e+00,-5.3803447957320847e+00,-5.4007072925437996e+00,1.9831268652877937e-01,0.0000000000000000e+00,2.3287678732620659e-01,1.8651976694205732e-02,2.0362496811714870e-02,4.6182421324851231e-02,3.6989236073001197e-03,5.9802956312292425e-02,6.6296238555336225e-03,nan,2.2914456863511354e-01,0.0000000000000000e+00,-5.3803447957320847e+00,-5.4007072925437996e+00,1.9831268652877937e-01,0.0000000000000000e+00,1.0000000000000001e-01,6.1554178374369939e-02,9.2331267561554853e-02,2.0502566234155584e-02,3.0753849351233153e-02,0.0000000000000000e+00,0,0,1.2471344000000001e-02,
55,2.2554388548978088e-01,1.7713660397046093e-02,2.2041870611769099e-02,4.5038613549849255e-02,3.5372216074196147e-03,6.1806805870114598e-02,6.0326181200095084e-03,nan,2.2748329925073826e-01,0.0000000000000000e+00,-5.3874015786053517e+00,-5.4094434492171208e+00,1.9968891398694069e-01,0.0000000000000000e+00,2.2554388548978088e-01,1.7713660397046093e-02,2.2041870611769099e-02,4.5038613549849255e-02,3.5372216074196147e-03,6.1806805870114598e-02,6.0326181200095084e-03,nan,2.2748329925073826e-01,0.0000000000000000e+00,-5.3874015786053517e+00,-5.4094434492171208e+00,1.9968891398694069e-01,0.0000000000000000e+00,1.0000000000000001e-01,5.6406135434139394e-02,8.4609203151208956e-02,1.9770970935700571e-02,2.9656456403550635e-02,0.0000000000000000e+00,0,0,1.2671001999999999e-02,
56,2.1646100700474433e-01,1.6735574967653367e-02,2.3187345328057773e-02,4.3539098971220075e-02,3.3662037562310829e-03,6.3440327985526290e-02,5.4435697461199225e-03,nan,2.2559297570724013e-01,0.0000000000000000e+00,-5.3922822871195608e+00,-5.4154696324476186e+00,2.0114060991255481e-01,0.0000000000000000e+00,2.1646100700474433e-01,1.6735574967653367e-02,2.3187345328057773e-02,4.3539098971220075e-02,3.3662037562310829e-03,6.3440327985526290e-02,5.4435697461199225e-03,nan,2.2559297570724013e-01,0.0000000000000000e+00,-5.3922822871195608e+00,-5.4154696324476186e+00,2.0114060991255481e-01,0.0000000000000000e+00,1.0000000000000001e-01,5.1173431112338706e-02,7.6760146668507986e-02,1.8222249550979619e-02,2.7333374326469428e-02,0.0000000000000000e+00,0,0,1.2777465000000000e-02,
57,2.0577014238872859e-01,1.5697225989461813e-02,2.4730810300769512e-02,4.1704876686541825e-02,3.1814667891639850e-03,6.4605502189836739e-02,4.8811339989045244e-03,nan,2.2354680400896201e-01,0.0000000000000000e+00,-5.3938151687482367e+00,-5.4185459790490063e+00,2.0267700747251988e-01,0.0000000000000000e+00,2.0577014238872859e-01,1.5697225989461813e-02,2.4730810300769512e-02,4.1704876686541825e-02,3.1814667891639850e-03,6.4605502189836739e-02,4.8811339989045244e-03,nan,2.2354680400896201e-01,0.0000000000000000e+00,-5.3938151687482367e+00,-5.4185459790490063e+00,2.0267700747251988e-01,0.0000000000000000e+00,1.0000000000000001e-01,4.6080514110218823e-02,6.9120771165328138e-02,1.6555549581921625e-02,2.4833324372882437e-02,0.0000000000000000e+00,0,0,1.2925818000000000e-02,
